geo_level,year,sovereign,Disputed,L0_CODE,L0_NAME,L1_CODE,L1_NAME,L2_CODE,L2_NAME,variable,var_label,value
0,2010,AFG,ND,AFG1,Afghanistan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2011,AFG,ND,AFG1,Afghanistan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2012,AFG,ND,AFG1,Afghanistan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2013,AFG,ND,AFG1,Afghanistan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2014,AFG,ND,AFG1,Afghanistan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2015,AFG,ND,AFG1,Afghanistan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2016,AFG,ND,AFG1,Afghanistan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2017,AFG,ND,AFG1,Afghanistan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2018,AFG,ND,AFG1,Afghanistan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2019,AFG,ND,AFG1,Afghanistan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2020,AFG,ND,AFG1,Afghanistan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2021,AFG,ND,AFG1,Afghanistan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2022,AFG,ND,AFG1,Afghanistan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2010,BGD,ND,BGD23,Bangladesh,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2011,BGD,ND,BGD23,Bangladesh,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2012,BGD,ND,BGD23,Bangladesh,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2013,BGD,ND,BGD23,Bangladesh,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2014,BGD,ND,BGD23,Bangladesh,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2015,BGD,ND,BGD23,Bangladesh,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2016,BGD,ND,BGD23,Bangladesh,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2017,BGD,ND,BGD23,Bangladesh,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2018,BGD,ND,BGD23,Bangladesh,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2019,BGD,ND,BGD23,Bangladesh,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2020,BGD,ND,BGD23,Bangladesh,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2021,BGD,ND,BGD23,Bangladesh,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2022,BGD,ND,BGD23,Bangladesh,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2010,BTN,ND,BTN31,Bhutan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2011,BTN,ND,BTN31,Bhutan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2012,BTN,ND,BTN31,Bhutan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2013,BTN,ND,BTN31,Bhutan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2014,BTN,ND,BTN31,Bhutan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2015,BTN,ND,BTN31,Bhutan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2016,BTN,ND,BTN31,Bhutan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2017,BTN,ND,BTN31,Bhutan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2018,BTN,ND,BTN31,Bhutan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2019,BTN,ND,BTN31,Bhutan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2020,BTN,ND,BTN31,Bhutan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2021,BTN,ND,BTN31,Bhutan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2022,BTN,ND,BTN31,Bhutan,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
0,2010,IND,ND,IND115,India,,,,,percent_exposed,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100
